1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0.34,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28,0.3,0.3,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31,0.35,0.34,0.66,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.15,0.14,0.08,0.22,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.06,0.07,0.13,0.24,0.07,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.07,0.08,0.07,0.23,0.07,0.66,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.08,0.09,0.08,0.24,0.13,0.69,0.83,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.07,0.08,0.08,0.24,0.08,0.62,0.77,0.78,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.07,0.08,0.07,0.22,0.07,0.66,0.78,0.79,0.81,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.08,0.09,0.07,0.23,0.08,0.63,0.75,0.79,0.78,0.73,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.08,0.08,0.07,0.23,0.07,0.77,0.79,0.81,0.83,0.75,0.78,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.07,0.07,0.06,0.2,0.06,0.64,0.79,0.84,0.82,0.75,0.78,0.77,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.11,0.09,0.08,0.21,0.08,0.65,0.81,0.81,0.85,0.76,0.77,0.77,0.79,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.08,0.14,0.08,0.25,0.08,0.66,0.79,0.79,0.82,0.77,0.77,0.76,0.78,0.77,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.06,0.07,0.13,0.22,0.07,0.61,0.77,0.68,0.68,0.63,0.65,0.65,0.65,0.66,0.68,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.07,0.08,0.08,0.24,0.08,0.61,0.68,0.69,0.7,0.64,0.68,0.66,0.66,0.68,0.68,0.68,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.07,0.08,0.07,0.23,0.12,0.62,0.68,0.69,0.77,0.63,0.66,0.65,0.66,0.67,0.7,0.69,0.82,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.07,0.08,0.08,0.23,0.08,0.61,0.66,0.67,0.69,0.63,0.75,0.65,0.65,0.66,0.67,0.69,0.79,0.82,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.07,0.08,0.07,0.24,0.08,0.6,0.66,0.68,0.67,0.62,0.63,0.74,0.66,0.66,0.65,0.66,0.78,0.82,0.82,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.14,0.13,0.08,0.22,0.08,0.55,0.49,0.5,0.54,0.45,0.51,0.48,0.51,0.52,0.51,0.5,0.46,0.47,0.48,0.48,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.15,0.13,0.08,0.22,0.08,0.57,0.49,0.52,0.54,0.45,0.5,0.49,0.51,0.52,0.51,0.5,0.47,0.48,0.49,0.49,0.48,0.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.06,0.08,0.13,0.31,0.14,0.5,0.52,0.54,0.53,0.47,0.51,0.51,0.51,0.51,0.5,0.52,0.53,0.53,0.5,0.5,0.51,0.56,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.06,0.08,0.12,0.29,0.19,0.45,0.47,0.49,0.49,0.44,0.45,0.46,0.44,0.45,0.46,0.47,0.48,0.48,0.46,0.45,0.47,0.51,0.49,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.06,0.08,0.12,0.29,0.13,0.49,0.48,0.5,0.5,0.45,0.5,0.48,0.48,0.47,0.46,0.5,0.49,0.5,0.47,0.49,0.47,0.54,0.51,0.93,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.06,0.07,0.12,0.29,0.13,0.49,0.51,0.53,0.52,0.46,0.5,0.5,0.51,0.51,0.49,0.51,0.52,0.52,0.49,0.49,0.5,0.55,0.52,0.95,0.84,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.06,0.08,0.13,0.29,0.14,0.48,0.48,0.51,0.51,0.45,0.48,0.49,0.49,0.48,0.48,0.5,0.49,0.5,0.48,0.48,0.48,0.52,0.49,0.95,0.84,0.89,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.16,0.15,0.15,0.15,0.11,0.28,0.33,0.24,0.27,0.24,0.26,0.22,0.27,0.23,0.24,0.27,0.28,0.25,0.24,0.24,0.23,0.14,0.15,0.13,0.12,0.13,0.13,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.15,0.13,0.08,0.25,0.08,0.44,0.38,0.38,0.4,0.37,0.42,0.37,0.41,0.39,0.37,0.42,0.34,0.37,0.36,0.38,0.36,0.34,0.32,0.24,0.21,0.24,0.24,0.22,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.2,0.17,0.11,0.16,0.17,0.3,0.25,0.23,0.31,0.23,0.26,0.22,0.26,0.22,0.24,0.26,0.22,0.25,0.28,0.24,0.23,0.18,0.25,0.14,0.13,0.14,0.14,0.14,0.74,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.18,0.17,0.14,0.15,0.11,0.31,0.33,0.24,0.27,0.25,0.27,0.23,0.28,0.24,0.25,0.27,0.28,0.26,0.25,0.23,0.24,0.19,0.18,0.14,0.13,0.14,0.14,0.14,0.7,0.51,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,0.2,0.18,0.11,0.16,0.17,0.31,0.25,0.22,0.29,0.22,0.25,0.21,0.25,0.21,0.23,0.24,0.22,0.25,0.28,0.23,0.23,0.19,0.27,0.14,0.13,0.14,0.14,0.14,0.54,0.48,0.71,0.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.15,0.15,0.09,0.15,0.09,0.29,0.26,0.23,0.26,0.31,0.25,0.22,0.26,0.22,0.23,0.26,0.22,0.25,0.24,0.23,0.23,0.18,0.17,0.14,0.13,0.14,0.14,0.14,0.54,0.48,0.49,0.76,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.17,0.16,0.1,0.15,0.12,0.29,0.25,0.22,0.24,0.24,0.24,0.29,0.25,0.22,0.23,0.24,0.22,0.25,0.24,0.22,0.29,0.19,0.18,0.13,0.13,0.13,0.13,0.13,0.51,0.44,0.48,0.71,0.68,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,0.18,0.15,0.1,0.14,0.11,0.3,0.24,0.23,0.23,0.22,0.24,0.2,0.24,0.31,0.21,0.23,0.2,0.23,0.22,0.2,0.22,0.19,0.18,0.13,0.12,0.13,0.13,0.13,0.51,0.44,0.47,0.74,0.7,0.68,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,0.3,0.17,0.11,0.14,0.12,0.3,0.26,0.22,0.25,0.24,0.25,0.22,0.26,0.22,0.29,0.25,0.23,0.25,0.24,0.23,0.23,0.2,0.19,0.14,0.13,0.14,0.14,0.14,0.51,0.45,0.49,0.75,0.73,0.69,0.68,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.17,0.32,0.1,0.15,0.11,0.32,0.27,0.24,0.27,0.24,0.26,0.22,0.27,0.23,0.24,0.32,0.23,0.26,0.25,0.24,0.24,0.19,0.19,0.15,0.14,0.15,0.15,0.15,0.54,0.47,0.5,0.76,0.72,0.72,0.66,0.69,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.11,0.1,0.28,0.2,0.15,0.23,0.31,0.23,0.24,0.23,0.24,0.21,0.26,0.23,0.22,0.25,0.28,0.24,0.23,0.21,0.22,0.13,0.13,0.18,0.17,0.17,0.18,0.18,0.49,0.38,0.42,0.69,0.61,0.57,0.55,0.6,0.58,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0,0,0.07,0.07,0.06,0.07,0.07,0.13,0.12,0.11,0.05,0.05,0.05,0.04,0.03,0.04,0.05,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.05,0.05,0.02,0.02,0.02,0.02,0.01,0,0,0.13,0.12,0.12,0.13,0.13,0.08,0.06,0.08,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.06,0.06,0.06,0.06,0.05,0,0,0.13,0.12,0.12,0.13,0.13,0.1,0.09,0.1,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.82,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0,0,0.13,0.12,0.12,0.13,0.13,0.11,0.1,0.1,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.84,0.86,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.11,0.11,0.06,0.19,0.06,0.49,0.4,0.41,0.43,0.41,0.4,0.4,0.41,0.41,0.41,0.41,0.4,0.39,0.38,0.39,0.38,0.46,0.46,0.45,0.42,0.44,0.45,0.43,0.1,0.21,0.12,0.13,0.13,0.17,0.1,0.12,0.13,0.13,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.1,0.08,0.05,0.17,0.04,0.44,0.36,0.38,0.4,0.38,0.37,0.38,0.37,0.38,0.39,0.4,0.38,0.37,0.37,0.38,0.37,0.45,0.46,0.43,0.41,0.42,0.43,0.41,0.09,0.21,0.12,0.12,0.13,0.11,0.11,0.12,0.13,0.12,0.08,0,0,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.12,0.11,0.06,0.19,0.06,0.47,0.38,0.4,0.42,0.4,0.39,0.41,0.39,0.4,0.4,0.4,0.39,0.38,0.38,0.39,0.38,0.46,0.46,0.43,0.4,0.42,0.43,0.41,0.09,0.21,0.12,0.12,0.13,0.12,0.15,0.12,0.13,0.12,0.07,0,0,0,0,0.88,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.12,0.11,0.06,0.18,0.06,0.56,0.4,0.41,0.43,0.41,0.4,0.4,0.4,0.42,0.42,0.41,0.4,0.39,0.38,0.39,0.38,0.47,0.47,0.45,0.42,0.44,0.45,0.43,0.1,0.22,0.13,0.13,0.14,0.12,0.11,0.13,0.14,0.13,0.08,0,0,0,0,0.88,0.81,0.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35,0.41,0.37,0.17,0.28,0.16,0.16,0.1,0.12,0.11,0.1,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.19,0.18,0.1,0.09,0.1,0.1,0.08,0.01,0.2,0.03,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0,0,0,0,0,0.12,0.13,0.13,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.42,0.38,0.17,0.16,0.23,0.05,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0.05,0.11,0,0,0,0,0,0.02,0.03,0.14,0.04,0.16,0.04,0.05,0.04,0.04,0.04,0,0,0,0,0,0.04,0.05,0.05,0.05,0.64,1,0,0,0,0,0,0,0,0,0,0,0
0.04,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0.11,0.08,1,0,0,0,0,0,0,0,0,0,0
0.08,0.09,0.1,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.05,0.05,0.08,0.05,0.05,0.04,0.04,0.05,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.19,0.78,1,0,0,0,0,0,0,0,0,0
0.05,0.04,0.04,0,0,0,0.13,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.08,0.1,0.08,0.08,0.08,0.08,0.08,0.06,0.04,0,0,0,0,0,0.12,0.17,0.1,0.13,0.1,0.13,0.14,0.15,0.12,0.14,0.09,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.04,0.08,0.05,0,0.04,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.14,0.17,0.17,0.15,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.05,0.05,0.13,0.11,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.11,0.1,0.1,0.32,0.39,0.38,0.4,0.06,0.05,0.06,0.06,0,0,0.05,0.05,0.09,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0.14,0.21,0.21,0.19,0.2,0.2,0.21,0.2,0.2,0.19,0.18,0.15,0.15,0.14,0.14,0.15,0.05,0.05,0.13,0.11,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0.27,0.41,0.33,0.35,0.06,0.05,0.06,0.06,0,0,0.04,0.04,0.14,0.84,1,0,0,0,0,0,0
0,0,0,0,0,0,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.13,0.13,0.19,0.19,0.18,0.18,0.19,0.05,0.05,0.13,0.11,0.13,0.13,0.13,0.11,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.26,0.33,0.39,0.34,0.06,0.05,0.06,0.06,0,0,0.05,0.05,0.12,0.87,0.88,1,0,0,0,0,0
0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.21,0.19,0.2,0.2,0.2,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.58,0.57,0.6,0.06,0.05,0.06,0.06,0,0,0.05,0.05,0.01,0.76,0.64,0.68,1,0,0,0,0
0,0,0,0,0,0,0.07,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.21,0.19,0.2,0.2,0.2,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.5,0.65,0.54,0.57,0.06,0.05,0.06,0.06,0,0,0.04,0.04,0.01,0.68,0.72,0.62,0.91,1,0,0,0
0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.11,0.11,0.1,0.11,0.11,0.06,0.06,0.21,0.19,0.2,0.2,0.2,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.48,0.54,0.62,0.56,0.06,0.05,0.06,0.06,0,0,0.05,0.05,0.01,0.72,0.62,0.73,0.94,0.86,1,0,0
0,0,0,0,0,0,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0,0,0,0,0,0,0,0.07,0.05,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.34,0.3,0.29,0.29,0,0,0,0,0,0,0,0,0.02,0.32,0.26,0.28,0.32,0.29,0.29,1,0
0,0,0,0,0,0,0.1,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0,0,0,0,0,0,0,0.17,0.15,0.15,0.15,0.13,0.15,0.14,0.12,0.13,0.14,0.11,0.38,0.34,0.32,0.33,0,0,0,0,0,0,0,0,0.09,0.51,0.43,0.43,0.35,0.31,0.32,0.69,1
